"Ключевые фразы",Топонимы,"Специальные элементы в выдаче","Количество слов в ключевике",Язык,Сложность,Позиция,"Динамика изменения позиции",Частотность,Трафик,Стоимость,"Конкуренция в PPC, %",Результатов,URL
"kenntnis und fähigkeiten",,"pic,related_search,also_asks,snip_breadcrumbs",3,de,28,36,0,10,0,0,0,392,https://www.onlinelebenslauf.com/fahigkeiten-im-lebenslauf/
"guter lebenslauf schüler",,"video,related_search,also_asks,snip_breadcrumbs",3,de,N/A,37,0,10,0,0,22,245000,https://www.onlinelebenslauf.com/lebenslaufvorlage-fur-schuler/
"bewerbungsvorlage ausbildung word",,"also_asks,pic,related_search,snip_breadcrumbs",3,de,28,38,0,10,0,0,87,198,https://www.onlinelebenslauf.com/bewerbung-vorlage-word/
"bewerbung minijob kasse",,"related_search,snip_breadcrumbs",3,de,9,38,0,10,0,0,2,5700000,https://www.onlinelebenslauf.com/bewerbung-minijob/
"kündigungsschreiben vorlage online",,"related_search,snip_breadcrumbs",3,de,N/A,39,0,10,0,0.49225474860335,70,59600,https://www.onlinelebenslauf.com/kundigungsschreiben/
"bewerbung als kassiererin aushilfe",,"related_search,ai_overview,also_asks,pic,snip_breadcrumbs",4,de,12,40,0,10,0,0,64,76400,https://www.onlinelebenslauf.com/bewerbung-minijob/
"online bewerbung inhalt",,"video,related_search,a_box_fsnippet,ai_overview,also_asks,snip_breadcrumbs",3,de,18,40,0,10,0,0.011533,79,16000000,https://www.onlinelebenslauf.com/bewerbung-vorlage/
"motivationsschreiben allgemein",,"pic,related_search,also_asks,snip_breadcrumbs",2,de,39,40,0,10,0,0,5,297000,https://www.onlinelebenslauf.com/motivationsschreiben/
"anschreiben unterschrift online",,"also_asks,related_search,pic,snip_breadcrumbs",3,de,19,40,0,10,0,0,0,158000,https://www.onlinelebenslauf.com/anschreiben-verfassen/
"bewerbung muster für minijob",,"related_search,also_asks,pic,video,snip_breadcrumbs",4,de,27,40,0,10,0,0,36,65000,https://www.onlinelebenslauf.com/bewerbung-minijob/
"lebenslauf online marketing",,"related_search,pic,snip_breadcrumbs",3,de,4,41,0,10,0,0,29,12900000,https://www.onlinelebenslauf.com/
"lebenslauf nach bachelor",,"related_search,also_asks,snip_breadcrumbs",3,de,N/A,41,0,10,0,0.225607,43,2320000,https://www.onlinelebenslauf.com/ausbildung-im-lebenslauf/
"welche pc kenntnisse im lebenslauf",,"also_asks,related_search,video,snip_breadcrumbs",5,de,29,41,0,10,0,0,0,410000,https://www.onlinelebenslauf.com/fahigkeiten-im-lebenslauf/computerkenntnisse-im-lebenslauf/
"bewerbung anschreiben beispiel praktikum",,"also_asks,related_search,pic,snip_breadcrumbs",4,de,35,41,0,10,0,0.023068171816881,17,5110000,https://www.onlinelebenslauf.com/bewerbungsschreiben-praktikum/
"bewerbungsschreiben maße",,"pic,related_search,also_asks,snip_breadcrumbs",2,de,21,42,0,10,0,0,2,297,https://www.onlinelebenslauf.com/bewerbung-vorlage-word/
"schriftarten vorschau online",,"related_search,pic,snip_breadcrumbs",3,de,7,42,0,10,0,0,0,63,https://www.onlinelebenslauf.com/
"motivationsschreiben stelle",,"related_search,also_asks,pic,snip_breadcrumbs",2,de,29,42,0,10,0,0,32,2510000,https://www.onlinelebenslauf.com/motivationsschreiben/
"lebenslauf schüler download",,"related_search,snip_breadcrumbs",3,de,34,43,0,10,0,0.438394,56,250000,https://www.onlinelebenslauf.com/lebenslaufvorlage-fur-schuler/
"lebenslauf sozialpraktikum schüler",,"related_search,also_asks,pic,video,snip_breadcrumbs",3,de,N/A,44,0,10,0,0.20772,21,32800,https://www.onlinelebenslauf.com/lebenslaufvorlage-fur-schuler/
"programm für lebenslauf schreiben",,"pic,related_search,also_asks,snip_breadcrumbs",4,de,28,44,0,10,0,0,86,514000,https://www.onlinelebenslauf.com/
"lebenslauf download schüler",,"related_search,also_asks,pic,snip_breadcrumbs",3,de,N/A,44,0,10,0,0,29,198,https://www.onlinelebenslauf.com/lebenslaufvorlage-fur-schuler/
"lebenslauf attraktiv gestalten",,"pic,also_asks,related_search,snip_breadcrumbs",3,de,18,45,0,10,0,1.211771,96,153000,https://www.onlinelebenslauf.com/europass-cv/
"wie schreibe ich einen cv",,"pic,related_search,ai_overview,also_asks,a_box_fsnippet,snip_breadcrumbs",5,de,57,45,0,10,0,0.733454,64,4310000,https://www.onlinelebenslauf.com/
"lebenslauf für studenten praktikum",,"related_search,pic,snip_breadcrumbs",4,de,17,45,0,10,0,1.012514,53,19700000,https://www.onlinelebenslauf.com/lebenslauf-ohne-berufserfahrung/
"motivation muster",,"also_asks,pic,video,related_search,snip_breadcrumbs",2,fi,42,45,0,10,0,0,5,12100000,https://www.onlinelebenslauf.com/motivationsschreiben/
"lebenslauf muster at",,"pic,also_asks,related_search,snip_breadcrumbs",3,,1,45,0,1,0,0,0,740000,https://www.onlinelebenslauf.com/
"wie schreibt man praktikum bewerbung",,"pic,ai_overview,related_search,also_asks,snip_breadcrumbs",5,de,41,46,0,10,0,0.093023,17,6850000,https://www.onlinelebenslauf.com/bewerbungsschreiben-praktikum/
"lebenslauf homepage",,"pic,related_search,also_asks,snip_breadcrumbs",2,de,7,46,0,10,0,0.393678,49,3590000,https://www.onlinelebenslauf.com/
"word design bewerbung",,"also_asks,related_search,snip_breadcrumbs",3,de,44,46,0,10,0,0,100,5030000,https://www.onlinelebenslauf.com/bewerbung-vorlage-word/
"lebenslauf gute kenntnisse",,"ai_overview,pic,also_asks,related_search,snip_breadcrumbs",3,de,22,46,0,10,0,0,17,5200000,https://www.onlinelebenslauf.com/fahigkeiten-im-lebenslauf/
"profil für bewerbung erstellen",,"pic,related_search,also_asks,snip_breadcrumbs",4,de,20,46,0,10,0,1.038058,69,6700000,https://www.onlinelebenslauf.com/
"originelle anschreiben bewerbung",,"pic,also_asks,related_search,snip_breadcrumbs",3,de,28,47,0,10,0,0,64,94,https://www.onlinelebenslauf.com/lebenslauf-kreativ/
"to do vorlage word",,"pic,related_search,snip_breadcrumbs",4,de,N/A,47,0,10,0,0,10,23100000,https://www.onlinelebenslauf.com/
"wie schreibt man eine kurzbewerbung für ein praktikum",,"related_search,also_asks,pic,ai_overview,snip_breadcrumbs",8,de,39,47,0,10,0,0,18,25400000,https://www.onlinelebenslauf.com/bewerbungsschreiben-praktikum/
"bewerbung verkäuferin minijob",,"pic,related_search,also_asks,snip_breadcrumbs",3,de,12,47,0,10,0,0,0,198,https://www.onlinelebenslauf.com/bewerbung-minijob/
"verhandlungssicher englisch cv",,"related_search,pic,also_asks,snip_breadcrumbs",3,de,14,48,0,10,0,0,3,297,https://www.onlinelebenslauf.com/sprachkenntnisse-im-lebenslauf/
"bewerbung motivation muster",,"pic,also_asks,video,related_search,snip_breadcrumbs",3,de,39,48,0,10,0,0,43,222000,https://www.onlinelebenslauf.com/motivationsschreiben/
"praktikums anschreiben beispiel",,"pic,related_search,snip_breadcrumbs",3,de,36,50,0,10,0,0,3,294,https://www.onlinelebenslauf.com/bewerbungsschreiben-praktikum/
"lebenslauf vorlage word kostenlos ohne anmeldung",,"also_asks,pic,related_search,snip_breadcrumbs",6,de,43,51,0,10,0,0.66,71,59800,https://www.onlinelebenslauf.com/
"lebenslauf muster zum bearbeiten",,"ads_top,related_search,pic,also_asks,snip_breadcrumbs",4,,69,51,0,10,0,0,100,95,https://www.onlinelebenslauf.com/
"online bewerbung pdf erstellen",,"also_asks,related_search,snip_breadcrumbs",4,de,12,51,0,10,0,0.77278,79,1060000,https://www.onlinelebenslauf.com/
"motivationsschreiben praktikum englisch",,"related_search,pic,snip_breadcrumbs",3,de,6,51,0,10,0,0,0,64600,https://www.onlinelebenslauf.com/lebenslauf-englisch/
"tipps bewerbung praktikum",,"video,also_asks,pic,related_search,snip_breadcrumbs",3,de,28,52,0,10,0,0,36,1500000,https://www.onlinelebenslauf.com/bewerbungsschreiben-praktikum/
"bewerbungsvorlage modern kostenlos",,"pic,related_search,snip_breadcrumbs",3,de,60,52,0,10,0,0.58872,100,198,https://www.onlinelebenslauf.com/bewerbung-vorlage/
"online marketing lebenslauf",,"pic,related_search,snip_breadcrumbs",3,de,4,52,0,10,0,0,0,12900000,https://www.onlinelebenslauf.com/tabellarischer-lebenslauf-vorlage/
"profil im lebenslauf beispiel",,"related_search,also_asks,snip_breadcrumbs",4,de,27,53,0,10,0,0.105813,45,876000,https://www.onlinelebenslauf.com/
"bewerbungsschreiben für 450 euro job",,"related_search,also_asks,pic,snip_breadcrumbs",5,de,39,53,0,10,0,0,0,49300,https://www.onlinelebenslauf.com/bewerbung-minijob/
"motivationsschreiben englisch beispiel",,"also_asks,pic,related_search,snip_breadcrumbs",3,de,8,53,0,10,0,0,2,206000,https://www.onlinelebenslauf.com/lebenslauf-englisch/
"bewerbung aushilfe supermarkt schüler",,"pic,related_search,also_asks,snip_breadcrumbs",4,de,30,54,0,10,0,0,14,119000,https://www.onlinelebenslauf.com/lebenslaufvorlage-fur-schuler/
"überzeugendes anschreiben",,"also_asks,pic,related_search,snip_breadcrumbs",2,de,2,54,0,10,0,0,10,1140000,https://www.onlinelebenslauf.com/ki-anschreiben-generator/
"bewerbung muster für aushilfe",,"video,also_asks,related_search,pic,snip_breadcrumbs",4,de,27,54,0,10,0,0,24,194,https://www.onlinelebenslauf.com/bewerbung-minijob/
"europass lebenslauf englisch",,"also_asks,pic,related_search,snip_breadcrumbs",3,de,21,54,0,10,0,0.777889,70,10500,https://www.onlinelebenslauf.com/europass-cv/
"lebenslauf marketing vorlage",,"pic,related_search,snip_breadcrumbs",3,de,1,54,0,10,0,50.907528,100,198,https://www.onlinelebenslauf.com/tabellarischer-lebenslauf-vorlage/
"tabellarischen lebenslauf unterschreiben",,"also_asks,ai_overview,pic,related_search,snip_breadcrumbs",3,de,25,55,0,10,0,0,4,13900,https://www.onlinelebenslauf.com/tabellarischer-lebenslauf-vorlage/
"bewerbungsvorlage als aushilfe",,"also_asks,related_search,pic,snip_breadcrumbs",3,de,27,55,0,10,0,0,7,297,https://www.onlinelebenslauf.com/bewerbung-minijob/
"lebenslauf arbeiter",,"pic,also_asks,related_search,snip_breadcrumbs",2,de,38,55,0,10,0,20.294734,53,328000,https://www.onlinelebenslauf.com/lebenslauf-vorlage/
"bewerbung auf englisch schreiben vorlage",,"ai_overview,related_search,pic,snip_breadcrumbs",5,de,23,56,0,10,0,0,11,255000,https://www.onlinelebenslauf.com/lebenslauf-englisch/
"ihr lebenslauf",,"pic,related_search,video,also_asks,snip_breadcrumbs",2,de,1,56,0,10,0,0,0,874000000,https://www.onlinelebenslauf.com/beruflicher-werdegang-im-lebenslauf/
"richtig lebenslauf schreiben vorlagen",,"video,also_asks,ai_overview,pic,related_search,snip_breadcrumbs",4,de,63,56,0,10,0,0,62,7440000,https://www.onlinelebenslauf.com/
"studium lebenslauf angeben",,"pic,related_search,also_asks,snip_breadcrumbs",3,de,17,58,0,10,0,0,3,18000000,https://www.onlinelebenslauf.com/ausbildung-im-lebenslauf/
"lebenslauf online vorlage kostenlos",,snip_breadcrumbs,4,,69,58,0,10,0,0.592359,73,6650000,https://www.onlinelebenslauf.com/
"vorlage lebenslauf kostenlos ohne anmeldung",,"related_search,also_asks,snip_breadcrumbs",5,de,58,58,0,10,0,0.906786,75,4410000,https://www.onlinelebenslauf.com/
"schüler lebenslauf download",,"pic,related_search,also_asks,snip_breadcrumbs",3,de,N/A,59,0,10,0,18.540076,56,255000,https://www.onlinelebenslauf.com/lebenslaufvorlage-fur-schuler/
"bewerbungsschreiben 450 euro job",,"also_asks,pic,related_search,snip_breadcrumbs",4,de,21,59,0,10,0,0,0,83600,https://www.onlinelebenslauf.com/bewerbung-minijob/
"europass online",,"also_asks,related_search,pic,snip_breadcrumbs",2,en,14,59,0,10,0,0,67,4380000,https://www.onlinelebenslauf.com/europass-cv/
"bewerbung 450 euro job vorlage",,"pic,also_asks,related_search,snip_breadcrumbs",5,de,11,61,0,10,0,0,0,599000,https://www.onlinelebenslauf.com/bewerbung-minijob/
"anschreiben leicht gemacht",,"pic,video,related_search,snip_breadcrumbs",3,de,6,61,0,10,0,17.412812,87,296000,https://www.onlinelebenslauf.com/
"kenntnisse lebenslauf englisch",,"related_search,a_box_fsnippet,also_asks,pic,snip_breadcrumbs",3,de,14,62,0,10,0,0,3,297,https://www.onlinelebenslauf.com/lebenslauf-englisch/
"lebenslauf profil schreiben",,"also_asks,pic,related_search,snip_breadcrumbs",3,de,27,62,0,10,0,0,29,910000,https://www.onlinelebenslauf.com/lebenslauf-schreiben/
"praktikum muster bewerbung",,"pic,related_search,snip_breadcrumbs",3,de,34,63,0,10,0,0,7,230000,https://www.onlinelebenslauf.com/bewerbungsschreiben-praktikum/
"muster bewerbung für minijob",,"also_asks,related_search,pic,snip_breadcrumbs",4,de,21,63,0,10,0,0,20,62100,https://www.onlinelebenslauf.com/bewerbung-minijob/
"bewerbungsanschrift vorlage",,"related_search,video,pic,also_asks,snip_breadcrumbs",2,de,61,64,0,10,0,0,36,9550000,https://www.onlinelebenslauf.com/bewerbung-vorlage/
"bewerbungsanschreiben formatierung word",,"also_asks,pic,related_search,snip_breadcrumbs",3,de,15,64,0,10,0,0,0,3420,https://www.onlinelebenslauf.com/bewerbung-vorlage-word/
"bewerbung auslandspraktikum englisch",,"related_search,pic,snip_breadcrumbs",3,de,2,64,0,10,0,0,0,124000,https://www.onlinelebenslauf.com/bewerbungsschreiben-praktikum/
"bewerbung beispiel aushilfe",,"video,also_asks,related_search,pic,snip_breadcrumbs",3,de,24,65,0,10,0,0,0,2940000,https://www.onlinelebenslauf.com/bewerbung-minijob/
"kenntnisse englisch cv",,"also_asks,ai_overview,pic,related_search,snip_breadcrumbs",3,de,11,65,0,10,0,0,1,139000,https://www.onlinelebenslauf.com/lebenslauf-englisch/
"mein lebenslauf muster",,"pic,related_search,snip_breadcrumbs",3,,57,65,0,10,0,0,0,618000,https://www.onlinelebenslauf.com/
"bewerbung als geringfügig beschäftigte",,"related_search,also_asks,snip_breadcrumbs",4,de,28,66,0,10,0,0,11,110000,https://www.onlinelebenslauf.com/bewerbung-minijob/
"lebenslauf schreiben praktikum schüler",,"related_search,pic,also_asks,snip_breadcrumbs",4,de,N/A,66,0,10,0,0.190957,46,294,https://www.onlinelebenslauf.com/lebenslaufvorlage-fur-schuler/
"bewerbung für 450 euro job vorlage",,"related_search,also_asks,pic,snip_breadcrumbs",6,de,21,66,0,10,0,0,0,200000,https://www.onlinelebenslauf.com/bewerbung-minijob/
"lebenslauf vorlage zum ausfüllen schüler",,"related_search,snip_breadcrumbs",5,de,N/A,66,0,10,0,0.325317,52,91,https://www.onlinelebenslauf.com/
"bewerbung praktikum anlagen",,"also_asks,related_search,pic,snip_breadcrumbs",3,de,22,67,0,10,0,0,13,342000,https://www.onlinelebenslauf.com/bewerbungsschreiben-praktikum/
"einen lebenslauf",,"pic,related_search,also_asks,snip_breadcrumbs",2,de,63,67,0,10,0,0,18,72600000,https://www.onlinelebenslauf.com/
"motivationsschreiben englisch praktikum",,"related_search,also_asks,pic,snip_breadcrumbs",3,de,6,67,0,10,0,0,0,65800,https://www.onlinelebenslauf.com/lebenslauf-englisch/
"kurzprofil berufseinsteiger",,"also_asks,related_search,pic,snip_breadcrumbs",2,de,11,68,0,10,0,0,19,100,https://www.onlinelebenslauf.com/lebenslauf-ohne-berufserfahrung/
"resume preparation online",,"related_search,pic,snip_breadcrumbs",3,en,54,68,0,10,0,0.93178,94,3010000000,https://www.onlinelebenslauf.com/
"werdegang vorstellungsgespräch",,"pic,related_search,also_asks,snip_breadcrumbs",2,de,N/A,69,0,10,0,0,48,93800,https://www.onlinelebenslauf.com/beruflicher-werdegang-im-lebenslauf/
"ferienjob vorlage",,"also_asks,related_search,snip_breadcrumbs",2,de,15,69,0,10,0,0,14,300,https://www.onlinelebenslauf.com/lebenslaufvorlage-fur-schuler/
"nebenjob im lebenslauf schreiben",,"pic,also_asks,related_search,snip_breadcrumbs",4,de,N/A,69,0,10,0,0,0,343000,https://www.onlinelebenslauf.com/bewerbung-minijob/
"bewerbung abstände muster",,"related_search,also_asks,pic,video,snip_breadcrumbs",3,sv,20,70,0,10,0,0,0,132000,https://www.onlinelebenslauf.com/tabellarischer-lebenslauf-vorlage/
"pdf seite einfügen online kostenlos",,"related_search,snip_breadcrumbs",5,de,N/A,70,0,10,0,0.252781,71,93,https://www.onlinelebenslauf.com/
"curriculo online gratis",,"related_search,snip_breadcrumbs",3,en,1,71,0,10,0,0,0,59300000,https://www.onlinelebenslauf.com/
"word lebenslauf vorlage modern",,"related_search,snip_breadcrumbs",4,de,N/A,72,0,10,0,0.695338,100,310000,https://www.onlinelebenslauf.com/lebenslaufvorlage-word/
"bewerbung alles in eine pdf",,"related_search,pic,also_asks,ai_overview,snip_breadcrumbs",5,de,9,72,0,10,0,0,20,31400000,https://www.onlinelebenslauf.com/
"bewerbung schreiben leicht gemacht",,"also_asks,pic,video,related_search,snip_breadcrumbs",4,de,4,73,0,10,0,0,79,2940000,https://www.onlinelebenslauf.com/
"lebenslauf diagramm",,"related_search,pic,snip_breadcrumbs",2,de,1,74,0,10,0,0,3,327000,https://www.onlinelebenslauf.com/lebenslauf-format/
"praktikumsausschreibung vorlage",,"pic,related_search,snip_breadcrumbs",2,de,34,74,0,10,0,0,0,17500000,https://www.onlinelebenslauf.com/lebenslauf-fuers-praktikum-schreiben/
"wie schreibe ich einen lebenslauf muster",,"also_asks,related_search,pic,video,snip_breadcrumbs",6,de,62,74,0,10,0,0.42,40,6450000,https://www.onlinelebenslauf.com/
"bewerbungsschreiben schüler aushilfe",,"also_asks,pic,related_search,snip_breadcrumbs",3,de,17,75,0,10,0,0,0,12800,https://www.onlinelebenslauf.com/bewerbung-minijob/
"mustervorlagen für bewerbungen",,"related_search,pic,snip_breadcrumbs",3,de,63,76,0,10,0,0,93,91400,https://www.onlinelebenslauf.com/bewerbung-vorlage/
"mit welchem programm lebenslauf schreiben",,"video,related_search,a_box_fsnippet,also_asks,snip_breadcrumbs",5,,19,76,0,10,0,0.848788,81,777000,https://www.onlinelebenslauf.com/
"einladung zum besuch nach deutschland muster",deutschland,"also_asks,pic,ai_overview,related_search,snip_breadcrumbs",6,de,16,77,0,10,0,0,9,98,https://www.onlinelebenslauf.com/
"bewerbung lebenslauf reihenfolge",,"related_search,ai_overview,pic,also_asks,snip_breadcrumbs",3,de,14,77,0,10,0,0.023127,84,313000,https://www.onlinelebenslauf.com/chronologischen-lebenslauf/
"beispiel bewerbung nebenjob",,"also_asks,related_search,pic,snip_breadcrumbs",3,de,15,80,0,10,0,0,24,861000,https://www.onlinelebenslauf.com/bewerbung-minijob/
"english cv beispiel",,"related_search,video,pic,snip_breadcrumbs",3,de,43,81,0,10,0,0,62,221000,https://www.onlinelebenslauf.com/lebenslauf-englisch/
"individuelles anschreiben",,"ai_overview,pic,related_search,also_asks,snip_breadcrumbs",2,de,10,82,0,10,0,0,43,3910000,https://www.onlinelebenslauf.com/anschreiben-verfassen/
"how to make a cv online",,"pic,also_asks,related_search,snip_breadcrumbs",6,en,46,82,0,10,0,0,0,1110000000,https://www.onlinelebenslauf.com/
"beispiel bewerbung aushilfe",,"also_asks,related_search,pic,snip_breadcrumbs",3,de,27,83,0,10,0,0,0,3030000,https://www.onlinelebenslauf.com/bewerbung-minijob/
"motivationsschreiben personalwesen",,"pic,related_search,snip_breadcrumbs",2,de,18,83,0,10,0,0,18,93200,https://www.onlinelebenslauf.com/motivationsschreiben/
"gute kenntnisse englisch lebenslauf",,"related_search,a_box_fsnippet,also_asks,pic,snip_breadcrumbs",4,de,20,84,0,10,0,0,0,15500000,https://www.onlinelebenslauf.com/fahigkeiten-im-lebenslauf/
"lebenslauf schüler vorlage kostenlos download",,"related_search,snip_breadcrumbs",5,de,30,84,0,10,0,0,62,41200,https://www.onlinelebenslauf.com/
"lebenslauf richtig schreiben vorlage",,"video,also_asks,pic,related_search,snip_breadcrumbs",4,de,62,84,0,10,0,0,100,787000,https://www.onlinelebenslauf.com/
"online bewerbung vorlage word",,"related_search,snip_breadcrumbs",4,de,60,85,0,10,0,0,93,200,https://www.onlinelebenslauf.com/bewerbung-vorlage-word/
"wie schreibt man eine bewerbung als aushilfe",,"related_search,also_asks,snip_breadcrumbs",7,de,27,85,0,10,0,0,0,2390000,https://www.onlinelebenslauf.com/bewerbung-minijob/
"cv online pdf",,"pic,related_search,snip_breadcrumbs",3,en,33,85,0,10,0,0,29,375000000,https://www.onlinelebenslauf.com/
"bewerbung um einen minijob muster",,"related_search,also_asks,pic,video,snip_breadcrumbs",5,de,27,85,0,10,0,0,14,61500,https://www.onlinelebenslauf.com/bewerbung-minijob/
"pdf vorlage zum ausfüllen erstellen",,"related_search,also_asks,ai_overview,pic,snip_breadcrumbs",5,de,34,85,0,10,0,0.51,55,22000000,https://www.onlinelebenslauf.com/
