"Ключевые фразы",Топонимы,"Специальные элементы в выдаче","Количество слов в ключевике",Сложность,Позиция,"Динамика изменения позиции",Частотность,Трафик,Стоимость,"Конкуренция в PPC, %",Результатов,URL
"młodszy analityk biznesowy",,snip_breadcrumbs,3,3,18,0,40,0,0.091774,58,150000,https://resumaker.pl/przykładowe-list-motywacyjny/młodszy-analityk-biznesowy/
"sprawdzenie cv",,"related_search,snip_breadcrumbs",2,N/A,18,0,40,0,11.137015,68,4690000,https://resumaker.pl/
"cv formatka",,"related_search,pic,also_asks,snip_breadcrumbs",2,N/A,18,0,40,0,0.611656,99,90,https://resumaker.pl/aplikacja/tworzenie/szablony/
"podanie o prace w szpitalu",,"also_asks,pic,ai_overview,related_search,snip_breadcrumbs",5,8,18,-1,40,0,0,10,85,https://resumaker.pl/przykładowe-list-motywacyjny/szpitalnik/
"jak się pisze cv do pracy wzór",,"related_search,also_asks,ai_overview,pic,snip_breadcrumbs",7,39,18,0,40,0,0.036333,71,2070000,https://resumaker.pl/
"cv księgowa wzór",,"also_asks,pic,related_search,snip_breadcrumbs",3,11,18,1,40,0,0.19,80,90,https://resumaker.pl/przykładowe-cv/ksiegowy-pierwszego-stopnia/
"paypal logowanie do konta",,"related_search,also_asks,snip_breadcrumbs",4,17,18,0,30,0,0,1,1660000,https://resumaker.pl/
"jak napisać życiorys do pracy wzór",,"related_search,also_asks,pic,snip_breadcrumbs",6,25,18,0,30,0,0.2,22,90,https://resumaker.pl/
"cv stewardessa",,"also_asks,pic,ai_overview,snip_breadcrumbs,snip_image_thumbnail",2,2,18,0,30,0,0.225861,21,105,https://resumaker.pl/przykładowe-cv/steward/
"przykładowe cv dla ucznia liceum",,"related_search,also_asks,pic,ai_overview,snip_breadcrumbs",5,21,18,0,30,0,0.11528,39,11800,"https://resumaker.pl/przykładowe-cv/uczeń liceum/"
"przykładowe c",,"related_search,also_asks,ai_overview,pic,snip_breadcrumbs,snip_image_thumbnail",2,N/A,18,0,30,0,0.197967,16,24400000,https://resumaker.pl/przykładowe-cv/c-developer/
"jak napisac cv do sklepu",,"related_search,ai_overview,also_asks,pic,snip_breadcrumbs",5,N/A,18,0,30,0,0.069392,39,105000,https://resumaker.pl/przykładowe-cv/sprzedawca-produktow/
"kierownik obsługi klienta",,"also_asks,ai_overview,snip_breadcrumbs",3,N/A,18,0,30,0,0.044472,9,2450000,https://resumaker.pl/przykładowe-cv/client-services-manager/
"specjalista it czym się zajmuje",,"related_search,also_asks,ai_overview,snip_breadcrumbs",5,N/A,18,0,30,0,0,2,1610000,https://resumaker.pl/przykładowe-cv/specjalista-it/
"wzór cv do uzupełnienia za darmo",,"related_search,ai_overview,snip_breadcrumbs",6,51,18,0,20,0,0.32,78,683000,https://resumaker.pl/
"technik kontroli jakości",,"ai_overview,related_search,also_asks,snip_breadcrumbs",3,N/A,18,0,20,0,0,0,2710000,https://resumaker.pl/przykładowe-cv/technik-zapewnienia-jakosci/
"darmowe programy do tworzenia cv",,"also_asks,ai_overview,related_search,snip_breadcrumbs",5,33,18,0,20,0,0.910348,92,186000,https://resumaker.pl/
"darmowe robienie cv",,"ai_overview,related_search,also_asks,snip_breadcrumbs",3,42,18,0,20,0,33.436286,83,16100,https://resumaker.pl/
"specjalista ds części zamiennych",,"also_asks,ai_overview,snip_breadcrumbs",4,N/A,18,0,20,0,0,10,168000,https://resumaker.pl/przykładowe-cv/specjalista-ds-czesci-zamiennych/
"cv po angielsku wzór do pobrania za darmo",,"related_search,pic,snip_breadcrumbs",8,29,18,0,20,0,11.06385,60,90,https://resumaker.pl/
"list rekomendacyjny dla studenta wzór",,"pic,also_asks,related_search,snip_breadcrumbs",5,4,18,0,20,0,0,0,45,https://resumaker.pl/przykładowe-list-motywacyjny/doradca-studenta/
"wzor cv angielski",,"also_asks,pic,ai_overview,related_search,snip_breadcrumbs",3,N/A,18,0,20,0,0.428831,25,1010000,https://resumaker.pl/aplikacja/tworzenie/szablony/
"list motywacyjny do starostwa powiatowego",,"related_search,pic,ai_overview,also_asks,snip_breadcrumbs",5,N/A,18,0,20,0,0.030007,19,8490,https://resumaker.pl/przykładowe-list-motywacyjny/urzednik-podatkowy/
"pielęgniarka medycyny pracy co robi",,"ai_overview,also_asks,related_search,snip_breadcrumbs",5,N/A,18,,20,0,0,0,107,https://resumaker.pl/przykładowe-cv/pielegniarka-medycyny-pracy/
"wzór pisania cv do pracy",,"related_search,pic,also_asks,snip_breadcrumbs",5,35,18,0,20,0,0.129999,64,90,https://resumaker.pl/
"podsumowanie cv pracownik biurowy",,"pic,also_asks,related_search,ai_overview,snip_breadcrumbs",4,N/A,18,-9,20,0,4.808594,34,107,https://resumaker.pl/przykładowe-cv/pracownik-biurowy/
"cv jak napisać przykład",,"video,also_asks,ai_overview,related_search,pic,snip_breadcrumbs",4,N/A,18,0,20,0,0,48,765000,https://resumaker.pl/
"cv gotowe wzory do wypełnienia",,"pic,related_search,snip_breadcrumbs",5,53,18,0,20,0,0.173661,86,90,https://resumaker.pl/
"konsultant ds sprzedaży obowiązki",,"also_asks,ai_overview,related_search,snip_breadcrumbs",4,4,18,0,20,0,0,0,1450000,https://resumaker.pl/przykładowe-cv/konsultant-ds-sprzedazy/
"cdn cv",,"related_search,also_asks,pic,snip_breadcrumbs",2,4,18,0,20,0,0.449539,71,69100000,https://resumaker.pl/przykładowe-cv/producent-stron-internetowych/
"cv jak dobrze napisac",,"also_asks,ai_overview,pic,related_search,video,snip_breadcrumbs",4,43,18,0,20,0,0.407039,67,962000,https://resumaker.pl/
"cv kreator bez logowania",,"also_asks,related_search,ai_overview,snip_breadcrumbs",4,36,18,67,20,0,0.14924,70,104,https://resumaker.pl/
"jak napisać podanie o pracę sprzątaczki",,"also_asks,ai_overview,pic,related_search,snip_breadcrumbs",6,8,18,0,20,0,0,5,3370,https://resumaker.pl/przykładowe-list-motywacyjny/sprzatacz-domu/
"opis siebie w cv przykłady",,"pic,related_search,ai_overview,also_asks,snip_breadcrumbs",5,N/A,18,0,20,0,1.347601,15,3290,https://resumaker.pl/przykładowe-cv/pracownik-rozładunku/
"kierownik poczty",,"related_search,also_asks,ai_overview,snip_breadcrumbs",2,N/A,18,0,20,0,0,0,1620000,https://resumaker.pl/przykładowe-cv/urzednik-pocztowy/
"cmm praca",,"also_asks,related_search,snip_breadcrumbs",2,N/A,18,,20,0,0,5,104,https://resumaker.pl/przykładowe-cv/operator-cmm/
"specjalista do spraw gospodarki magazynowej",,"also_asks,ai_overview,related_search,snip_breadcrumbs",5,N/A,18,0,20,0,0,11,97700,https://resumaker.pl/przykładowe-cv/specjalista-ds-magazynow/
"cv maker professional",,"ai_overview,related_search,also_asks,snip_breadcrumbs",3,N/A,18,0,20,0,0.706673,69,63400000,https://resumaker.pl/
"jak wyglada cv o prace",,"ai_overview,pic,also_asks,related_search,video,snip_breadcrumbs",5,39,18,0,20,0,0.498473,72,2950000,https://resumaker.pl/
"koordynowanie zespołem",,"also_asks,a_box_fsnippet,pic,related_search,snip_breadcrumbs",2,2,18,0,10,0,0,12,1670000,https://resumaker.pl/przykładowe-cv/koordynator-zespołu/
"utwórz cv darmowe",,"pic,also_asks,related_search,snip_breadcrumbs",3,47,18,0,10,0,0,0,3700000,https://resumaker.pl/
"list motywacyjny do pkp wzór",,"pic,ai_overview,also_asks,related_search,snip_breadcrumbs,snip_image_thumbnail",5,1,18,0,10,0,0,20,3300,https://resumaker.pl/przykładowe-list-motywacyjny/pracownik-fabryki/
"facility manager zakres obowiązków",,"ai_overview,related_search,also_asks,snip_breadcrumbs",4,2,18,0,10,0,0,0,759000,https://resumaker.pl/przykładowe-cv/facility-manager/
"wzór cv online",,"also_asks,related_search,pic,snip_breadcrumbs",3,51,18,0,10,0,28.869163,84,189000,https://resumaker.pl/
"wzór cv uczeń",,"also_asks,pic,related_search,snip_breadcrumbs",3,N/A,18,0,10,0,0,0,66700,"https://resumaker.pl/przykładowe-cv/uczeń liceum/"
"kandydatura na stanowisko",,"pic,related_search,also_asks,snip_breadcrumbs",3,10,18,0,10,0,0,0,121000,https://resumaker.pl/przykładowe-list-motywacyjny/starszy-kierownik-operacyjny/
"pracuj pl english cv",,"also_asks,related_search,snip_breadcrumbs",4,N/A,18,0,10,0,0.784133,64,1060000,https://resumaker.pl/
"oficjalny list do dyrektora szkoły",,"related_search,also_asks,pic,snip_breadcrumbs",5,3,18,0,10,0,0,0,65,https://resumaker.pl/przykładowe-list-motywacyjny/dyrektor-szkoły/
"cv studenta informatyki",,"related_search,also_asks,snip_breadcrumbs",3,8,18,0,10,0,0,5,258000000,https://resumaker.pl/przykładowe-cv/informatyk-naukowiec/
"wzór cv pl",,"pic,related_search,also_asks,snip_breadcrumbs,snip_image_thumbnail",3,52,18,0,10,0,0,29,4210000,https://resumaker.pl/
"cv online darmowy",,"also_asks,related_search,pic,snip_breadcrumbs",3,44,18,0,10,0,0,86,176000,https://resumaker.pl/
"przedstawiciel farmaceutyczny bez doświadczenia",,"ai_overview,related_search,also_asks,snip_breadcrumbs",4,N/A,18,0,10,0,0.013685,45,20900,https://resumaker.pl/przykładowe-cv/pharmaceutical-sales-representative/
"project manager erp",,"also_asks,ai_overview,video,snip_breadcrumbs",3,N/A,18,0,10,0,0.470045,59,99900000,https://resumaker.pl/przykładowe-cv/kierownik-projektu-erp/
"cv data",,"also_asks,a_box_fsnippet,related_search,snip_breadcrumbs",2,N/A,18,0,10,0,0,14,198,https://resumaker.pl/przykładowe-cv/experienced-data-scientist/
"praca dla inżyniera biomedycznego",,"also_asks,related_search,pic,snip_breadcrumbs",4,N/A,18,0,10,0,0.036916,39,40,https://resumaker.pl/przykładowe-cv/inżynier-biomedyczny/
"cv osoby w liceum",,"pic,also_asks,related_search,ai_overview,snip_breadcrumbs",4,N/A,18,0,10,0,0,0,101000,"https://resumaker.pl/przykładowe-cv/uczeń liceum/"
"darmowy kreator cv po niemiecku",,"related_search,snip_breadcrumbs",5,12,18,0,10,0,0.564679,86,89,https://resumaker.pl/
"inzynier telekomunikacji",,"related_search,pic,also_asks,snip_breadcrumbs",2,N/A,18,0,10,0,0,7,198,https://resumaker.pl/przykładowe-cv/inżynier-telekomunikacji/
"cv przykladowe",,"also_asks,pic,related_search,snip_breadcrumbs",2,N/A,19,,8100,60,0.190116,50,90,https://resumaker.pl/przykładowe-cv/
"make online cv",,"video,related_search,snip_breadcrumbs",3,N/A,19,,320,2,47.947272,39,90,https://resumaker.pl/
"posiadać po angielsku",,"also_asks,related_search,ai_overview,snip_breadcrumbs",3,3,19,0,320,2,0,0,100,https://resumaker.pl/
"make an online cv",,"also_asks,related_search,snip_breadcrumbs",4,N/A,19,,320,2,1.092407,39,100,https://resumaker.pl/
"cv edytor",,"also_asks,related_search,snip_breadcrumbs",2,50,19,0,210,1,0.754235,72,107000,https://resumaker.pl/
"pracuj pl cv po angielsku",,"ai_overview,related_search,also_asks,snip_breadcrumbs",5,26,19,0,210,1,33.621663,64,6280,https://resumaker.pl/
"strony do pisania cv",,"ai_overview,related_search,pic,snip_breadcrumbs,snip_image_thumbnail",4,67,19,0,140,1,0.473225,58,588000,https://resumaker.pl/
"pracownik restauracji",,"ai_overview,related_search,also_asks,snip_breadcrumbs",2,3,19,0,110,0,0,1,102,https://resumaker.pl/przykładowe-cv/pracownik-obsługi-restauracji/
"przykładowe cv o prace",,"related_search,also_asks,ai_overview,pic,snip_breadcrumbs",4,43,19,0,110,0,0.157818,65,328000,https://resumaker.pl/
"cv sprzedawcy wzór",,"pic,also_asks,related_search,snip_breadcrumbs,snip_image_thumbnail",3,15,19,-7,90,0,0.118616,17,90,https://resumaker.pl/przykładowe-cv/sprzedawca/
"cv księgowej przykłady",,"also_asks,related_search,ai_overview,snip_breadcrumbs",3,10,19,-5,70,0,0.080352,39,101,https://resumaker.pl/przykładowe-cv/ksiegowy-pierwszego-stopnia/
"subskrypcja paypal",,"related_search,also_asks,snip_breadcrumbs",2,N/A,19,0,50,0,0,3,100,https://resumaker.pl/anuluj-subskrypcje/
"dyrektor ds inwestycji",,"also_asks,related_search,pic,ai_overview,snip_breadcrumbs",3,N/A,19,0,50,0,0.01,6,2330000,https://resumaker.pl/przykładowe-cv/dyrektor-ds-inwestycji/
"wzory cv za darmo do pobrania",,"pic,also_asks,related_search,snip_breadcrumbs",6,47,19,0,50,0,0.289777,68,259000,https://resumaker.pl/
"cv gotowy",,"also_asks,related_search,snip_breadcrumbs",2,N/A,19,0,50,0,0.204614,33,100,https://resumaker.pl/
"wzór siwi",,"related_search,pic,also_asks,snip_breadcrumbs",2,58,19,0,50,0,4.856601,40,90,https://resumaker.pl/
"obowiązki kierownika produkcji",,"also_asks,related_search,ai_overview,snip_breadcrumbs",3,N/A,19,0,40,0,0.016497,11,1750000,https://resumaker.pl/przykładowe-cv/kierownik-produkcji/
"darmowa aplikacja do cv",,"related_search,also_asks,ai_overview,snip_breadcrumbs",4,N/A,19,,40,0,18.730582,69,115,https://resumaker.pl/
"cv nauczyciela przykład",,"related_search,pic,also_asks,snip_breadcrumbs,snip_image_thumbnail",3,N/A,19,0,40,0,0.112942,27,90,https://resumaker.pl/przykładowe-cv/licealista-nauczyciel/
"editor cv online",,"also_asks,related_search,snip_breadcrumbs",3,49,19,,30,0,1.064137,76,106,https://resumaker.pl/
"cv po angielsku pracuj pl",,"also_asks,related_search,snip_breadcrumbs",5,N/A,19,0,30,0,0.87,78,6570,https://resumaker.pl/
"umiejętności artystyczne",,"ai_overview,pic,also_asks,snip_breadcrumbs",2,1,19,0,30,0,0,0,2180000,https://resumaker.pl/przykładowe-cv/artysta/
"cv szkolenia",,"related_search,pic,also_asks,snip_breadcrumbs",2,7,19,0,30,0,0,0,90,https://resumaker.pl/przykładowe-cv/kierownik-szkolenia/
"księgowa cv",,"related_search,pic,also_asks,ai_overview,snip_breadcrumbs",2,11,19,0,30,0,0.22833015341438,27,1820000,https://resumaker.pl/przykładowe-cv/księgowy/
"kierownik działu administracji",,"ai_overview,related_search,also_asks,snip_breadcrumbs",3,2,19,-3,30,0,0.462848,23,107,https://resumaker.pl/przykładowe-cv/administracja-manager/
"ile zarabia sprzedawca w piekarni",,"related_search,also_asks,ai_overview,snip_breadcrumbs",5,1,19,0,30,0,0,0,1070000,https://resumaker.pl/przykładowe-cv/piekarz-kelner/
"cv sekretarka medyczna",,"ai_overview,pic,related_search,also_asks,snip_breadcrumbs",3,N/A,19,0,30,0,0.35,48,19400,https://resumaker.pl/przykładowe-cv/pracownik-rejestracji/
"inżynier procesu produkcji",,"ai_overview,related_search,pic,also_asks,snip_breadcrumbs",3,5,19,,30,0,0.027435,9,108,https://resumaker.pl/przykładowe-cv/inzynier-procesu-produkcji/
"najlepsze szablony cv",,"related_search,snip_breadcrumbs",3,43,19,0,20,0,0.676196,92,68400,https://resumaker.pl/aplikacja/tworzenie/szablony/
"umiejętności recepcjonistki",,"ai_overview,also_asks,related_search,snip_breadcrumbs",2,4,19,0,20,0,0,0,36800,https://resumaker.pl/przykładowe-cv/front-desk-recepcjonista/
"literatura kryminalna w cv",,"related_search,also_asks,ai_overview,pic,snip_breadcrumbs",4,N/A,19,0,20,0,0,7,61,https://resumaker.pl/przykładowe-cv/technik-kryminalistyki/
"referencje dla kierownika budowy",,"ai_overview,pic,also_asks,related_search,snip_breadcrumbs",4,N/A,19,0,20,0,0,0,51900,https://resumaker.pl/przykładowe-list-motywacyjny/kierownik-projektu-budowlanego/
"prosty kreator cv",,"ai_overview,also_asks,related_search,snip_breadcrumbs",3,44,19,0,20,0,0.420166,85,205000,https://resumaker.pl/
"program do pisania cv za darmo do pobrania",,"ai_overview,related_search,also_asks,snip_breadcrumbs",8,26,19,0,20,0,0.267192,43,213000,https://resumaker.pl/
"stanowisko kierownik",,"related_search,also_asks,ai_overview,snip_breadcrumbs",2,N/A,19,0,20,0,0,0,12300000,https://resumaker.pl/przykładowe-list-motywacyjny/kierownik/
"proste cv wzór do pobrania",,"related_search,pic,snip_breadcrumbs",5,43,19,0,20,0,0.208312,74,90,https://resumaker.pl/
"malowanie samolotów praca",,"related_search,snip_breadcrumbs",3,N/A,19,0,20,0,0,5,100,https://resumaker.pl/przykładowe-cv/malarz-samolotów/
"kierownik działu logistyki",,"also_asks,related_search,ai_overview,snip_breadcrumbs",3,1,19,0,20,0,0,8,547000,https://resumaker.pl/przykładowe-cv/kierownik-ds-logistyki/
"operator maszyn produkcyjnych zakres obowiązków",,"related_search,also_asks,ai_overview,snip_breadcrumbs",5,N/A,19,0,20,0,0,0,432000,https://resumaker.pl/przykładowe-cv/operator-maszyn/
"curriculum vitae wzor",,"related_search,also_asks,pic,ai_overview,snip_breadcrumbs",3,N/A,19,0,20,0,0.211367,71,124000,https://resumaker.pl/
"darmowe szablony cv bez logowania",,"ai_overview,also_asks,related_search,snip_breadcrumbs",5,N/A,19,,20,0,0.491832,82,108,https://resumaker.pl/
"zakres obowiązków kierownik sklepu",,"ai_overview,related_search,also_asks,snip_breadcrumbs",4,N/A,19,0,20,0,0,0,1970000,https://resumaker.pl/przykładowe-cv/kierownik-sklepu-spozywczego/
"cv maker resume",,"related_search,pic,snip_breadcrumbs",3,46,19,,20,0,0.96,42,90,https://resumaker.pl/
"znajomość vba",,"video,pic,related_search,ai_overview,also_asks,snip_breadcrumbs",2,N/A,19,0,10,0,0,10,28200,https://resumaker.pl/przykładowe-cv/programista-vba/
"określenie stanowiska pracy pracownik budowlany",,"also_asks,related_search,ai_overview,snip_breadcrumbs",5,N/A,19,0,10,0,0,0,57400,https://resumaker.pl/przykładowe-cv/robotnik-budowlany/
"inzynier gornictwa",,"also_asks,related_search,a_box_fsnippet,snip_breadcrumbs",2,N/A,19,0,10,0,0,0,100,https://resumaker.pl/przykładowe-cv/inzynier-gorniczy/
"specjalista wsparcia sprzedaży",,"also_asks,ai_overview,related_search,snip_breadcrumbs",3,3,19,0,10,0,0,12,537000,https://resumaker.pl/przykładowe-cv/specjalista-ds-wsparcia-sprzedazy/
"inaczej sprzedawca w cv",,"also_asks,related_search,ai_overview,pic,snip_breadcrumbs",4,16,19,0,10,0,0,0,74200,https://resumaker.pl/przykładowe-cv/sprzedawca/
"jak napisać życiorys na studia wojskowe",,"also_asks,pic,ai_overview,related_search,snip_breadcrumbs,snip_image_thumbnail",6,9,19,0,10,0,0,0,3960,https://resumaker.pl/przykładowe-cv/oficer-wojskowy/
"list motywacyjny bez konkretnego stanowiska",,"related_search,also_asks,pic,snip_breadcrumbs",5,9,19,0,10,0,0,0,90,https://resumaker.pl/przykładowe-list-motywacyjny/wiceprezes-hr/
"kierownik działu technicznego zakres obowiązków",,"ai_overview,also_asks,related_search,snip_breadcrumbs",5,1,19,0,10,0,0,0,295000,https://resumaker.pl/przykładowe-cv/kierownik-działu-technicznego/
"cv wzór online",,"related_search,snip_breadcrumbs",3,51,19,0,10,0,0.1386,61,302000,https://resumaker.pl/
"certyfikat mechanika rowerowego",,"pic,related_search,also_asks,video,snip_breadcrumbs",3,4,19,0,10,0,0,23,30,https://resumaker.pl/przykładowe-cv/mechanik-rowerowy/
"podanie o pracę fizjoterapeuta",,"related_search,pic,snip_breadcrumbs",4,3,19,0,10,0,0,4,68500,https://resumaker.pl/przykładowe-cv/asystent-fizjoterapeuty/
"kierownik floty praca",,"also_asks,related_search,snip_breadcrumbs",3,1,19,0,10,0,0,43,100,https://resumaker.pl/przykładowe-cv/kierownik-floty/
"operator in call center",,"related_search,also_asks,ai_overview,snip_breadcrumbs",4,N/A,19,0,10,0,0.044253,21,425000000,https://resumaker.pl/przykładowe-cv/operator-call-center/
"wzór cv pracownik fizyczny",,"related_search,pic,snip_breadcrumbs",4,5,19,0,10,0,0,31,88,https://resumaker.pl/przykładowe-cv/pracownik-fizyczny-krajobrazu/
"koordynator co to za stanowisko",,"also_asks,related_search,ai_overview,snip_breadcrumbs",5,7,19,0,10,0,0,0,3320000,https://resumaker.pl/przykładowe-cv/koordynator-ds-materiałow/
"szablon cv po angielsku za darmo",,"ai_overview,also_asks,related_search,snip_breadcrumbs",6,29,19,0,10,0,1.193165,86,134000,https://resumaker.pl/
"technolog żywności czym się zajmuje",,"pic,also_asks,related_search,a_box_fsnippet,snip_breadcrumbs",5,5,19,0,10,0,0,0,75,https://resumaker.pl/przykładowe-cv/technolog-żywności/
"przykładowe życiorysy",,"also_asks,pic,related_search,snip_breadcrumbs",2,27,19,0,10,0,0,2,113000,https://resumaker.pl/przykładowe-cv/klient-wykonawca/
"zdanie z wyrazem aktor",,"also_asks,pic,a_box_fsnippet,snip_breadcrumbs",4,1,19,0,10,0,0,0,93,https://resumaker.pl/przykładowe-list-motywacyjny/aktor/
"praca kierowca wózka widłowego",,"also_asks,pic,related_search,snip_breadcrumbs",4,15,19,0,10,0,0.691017,69,664000,https://resumaker.pl/przykładowe-list-motywacyjny/kierowca-wozka-widłowego/
"praca inzynier lotnictwa",,"also_asks,related_search,pic,snip_breadcrumbs",3,2,19,0,10,0,0,0,49800,https://resumaker.pl/przykładowe-cv/inżynier-lotnictwa-i-kosmonautyki/
"regionalny kierownik sprzedaży obowiązki",,"ai_overview,also_asks,related_search,snip_breadcrumbs",4,N/A,19,0,10,0,0,0,100,https://resumaker.pl/przykładowe-cv/kierownik-regionalny/
"specjalista ds logistyki obowiązki",,"also_asks,a_box_fsnippet,related_search,snip_breadcrumbs",4,2,19,0,10,0,0,5,48100,https://resumaker.pl/przykładowe-cv/koordynator-ds-logistyki/
